0,144,275,2,460,104,48.2679026137387
1,52,250,11,406,113,54.848113110245286
2,4,374,196,459,107,53.12425267930544
3,136,225,145,438,150,49.72212898736019
4,41,361,133,442,148,45.34716744277234
5,40,357,85,417,79,46.68648921614283
6,26,225,193,469,32,51.9292008659199
7,117,331,25,495,153,53.14006812883244
8,143,294,21,473,144,53.63350326393182
9,126,394,109,459,121,48.34585148544616
